         1426964 function calls (1403659 primitive calls) in 10.839 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      557    0.001    0.000    0.001    0.000 __init__.py:1348(is_math_text)
      901    0.001    0.000    0.003    0.000 contextlib.py:237(helper)
      737    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      283    0.001    0.000    0.040    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
       32    0.001    0.000    0.001    0.000 {built-in method io.open}
      310    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
      6/3    0.001    0.000    0.295    0.098 image.py:120(_draw_list_compositing_images)
     1076    0.001    0.000    0.027    0.000 transforms.py:272(__array__)
      330    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:318(__exit__)
     2346    0.001    0.000    0.001    0.000 transforms.py:1705(_get_is_affine)
      922    0.001    0.000    0.001    0.000 lines.py:1190(set_xdata)
     3497    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      471    0.001    0.000    0.008    0.000 transforms.py:736(<listcomp>)
      252    0.001    0.000    0.001    0.000 functools.py:37(update_wrapper)
      217    0.001    0.000    0.016    0.000 _base.py:3469(set_ybound)
      906    0.001    0.000    0.009    0.000 backend_bases.py:671(new_gc)
      221    0.001    0.000    0.002    0.000 transforms.py:947(intervalx)
       94    0.001    0.000    0.001    0.000 transforms.py:689(padded)
      471    0.001    0.000    0.008    0.000 transforms.py:734(<listcomp>)
    283/1    0.001    0.000    0.248    0.248 <frozen importlib._bootstrap_external>:722(exec_module)
     5210    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      906    0.001    0.000    0.005    0.000 numeric.py:3058(__enter__)
     7034    0.001    0.000    0.001    0.000 transforms.py:1772(get_affine)
      765    0.001    0.000    0.014    0.000 transforms.py:2801(get_transformed_path_and_affine)
      123    0.001    0.000    0.004    0.000 text.py:131(__init__)
      391    0.001    0.000    0.005    0.000 lines.py:1149(set_markerfacecolor)
      611    0.001    0.000    0.005    0.000 gzip.py:489(_add_read_data)
     3626    0.001    0.000    0.001    0.000 {built-in method numpy.geterrobj}
   260/11    0.001    0.000    0.002    0.000 pyparsing.py:1633(_parseNoCache)
      906    0.001    0.000    0.001    0.000 numeric.py:3054(__init__)
      268    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       16    0.001    0.000    0.013    0.001 ticker.py:1923(_raw_ticks)
      218    0.001    0.000    0.001    0.000 transforms.py:952(intervaly)
      123    0.001    0.000    0.001    0.000 __init__.py:620(__setitem__)
      471    0.001    0.000    0.008    0.000 transforms.py:735(<listcomp>)
      434    0.001    0.000    0.002    0.000 _base.py:2452(<listcomp>)
      467    0.001    0.000    0.001    0.000 __init__.py:204(process)
      286    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      391    0.001    0.000    0.001    0.000 lines.py:1002(set_linewidth)
      874    0.001    0.000    0.007    0.000 _base.py:2110(_process_single_axis)
      612    0.001    0.000    0.033    0.000 gzip.py:278(read1)
     1130    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      390    0.001    0.000    0.004    0.000 transforms.py:819(from_extents)
      331    0.001    0.000    0.001    0.000 enum.py:70(__setitem__)
      217    0.001    0.000    0.001    0.000 _base.py:167(__call__)
     2400    0.001    0.000    0.001    0.000 inspect.py:2799(<genexpr>)
      520    0.001    0.000    0.002    0.000 font_manager.py:850(_json_decode)
     2732    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      197    0.001    0.000    0.001    0.000 enum.py:836(__and__)
      330    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
     1128    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
       12    0.001    0.000    0.003    0.000 artist.py:1114(get_aliases)
     6293    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      126    0.001    0.000    0.003    0.000 deprecation.py:178(deprecate)
      492    0.001    0.000    0.004    0.000 rcsetup.py:358(validate_color)
      220    0.001    0.000    0.004    0.000 _base.py:920(_set_artist_props)
        1    0.001    0.001    0.145    0.145 figure.py:2239(get_tightbbox)
      197    0.001    0.000    0.017    0.000 sre_parse.py:913(parse)
      858    0.001    0.000    0.004    0.000 transforms.py:1267(__add__)
      499    0.001    0.000    0.010    0.000 markers.py:223(__init__)
      369    0.001    0.000    0.001    0.000 backend_agg.py:50(get_hinting_flag)
      581    0.001    0.000    0.002    0.000 artist.py:627(set_figure)
      799    0.000    0.000    0.001    0.000 lines.py:58(_scale_dashes)
      331    0.000    0.000    0.001    0.000 transforms.py:2760(__init__)
      233    0.000    0.000    0.000    0.000 pyparsing.py:1386(__init__)
  856/428    0.000    0.000    0.001    0.000 transforms.py:2413(depth)
  645/431    0.000    0.000    0.005    0.000 transforms.py:2400(__eq__)
       12    0.000    0.000    0.001    0.000 artist.py:1125(<listcomp>)
        1    0.000    0.000    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      437    0.000    0.000    0.007    0.000 _base.py:2107(_process_unit_info)
      217    0.000    0.000    0.017    0.000 _base.py:3061(set_xbound)
       39    0.000    0.000    0.004    0.000 __init__.py:1640(param)
      180    0.000    0.000    0.001    0.000 artist.py:985(update_from)
     2639    0.000    0.000    0.001    0.000 sre_parse.py:249(match)
      428    0.000    0.000    0.002    0.000 transforms.py:2407(_iter_break_from_left_to_right)
     2232    0.000    0.000    0.001    0.000 enum.py:526(__new__)
      860    0.000    0.000    0.001    0.000 transforms.py:404(height)
      114    0.000    0.000    0.095    0.001 axis.py:289(draw)
  340/236    0.000    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     3964    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      721    0.000    0.000    0.001    0.000 {built-in method builtins.all}
      391    0.000    0.000    0.001    0.000 lines.py:1299(set_dash_capstyle)
      130    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      214    0.000    0.000    0.008    0.000 transforms.py:1318(contains_branch)
      283    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
